time,ukr-lvivska,ukr-zakarpatska,ukr-ivano-frankivska,ukr-ternopilska,ukr-rivnenska,ukr-volynska,ukr-zhytomyrska,ukr-khmelnytska,ukr-vinnytska,ukr-chernivetska,ukr-kyiv,ukr-kyivska,ukr-chernihivska,ukr-sumska,ukr-cherkaska,ukr-poltavska,ukr-kharkivska,ukr-dnipropetrovska,ukr-kirovohradska,ukr-odeska,ukr-mykolaivska,ukr-khersonska,ukr-donetska,ukr-zaporizka,ukr-luhanska,ukr-autonomous_republic_of_crimea,poland,slovakia,romania,hungary,republic_of_moldova,czechia,bulgaria,latvia,lithuania,estonia,germany,austria,croatia,spain,italy,netherlands,ireland,belgium,france,finland,portugal,sweden,denmark,greece,cyprus,slovenia
8/2025,8,0,11,0,0,0,0,13,0,28,144,32,37,0,20,0,11,229,0,21,63,10,60,0,257,101,766,97,69,38,92,229,59,18,40,26,966,56,15,139,94,80,65,47,39,48,43,17,25,24,17,11
9/2025,8,0,11,0,0,0,0,18,0,28,152,36,39,0,20,0,15,253,0,21,72,10,60,0,274,101,742,94,65,38,92,226,54,18,40,26,949,56,15,130,94,80,65,43,39,48,43,17,25,22,15,11
10/2025,8,0,11,0,0,0,0,18,0,28,162,36,39,0,29,0,15,275,0,21,75,10,65,0,279,107,720,94,65,38,92,222,54,18,31,26,944,56,15,127,88,80,60,43,39,48,43,17,25,22,9,11
11/2025,8,0,11,0,0,0,0,20,0,28,171,36,39,0,31,0,15,292,0,21,79,10,67,0,291,107,706,89,65,38,92,218,52,18,29,26,932,56,15,123,88,77,58,43,39,48,43,17,25,22,9,11
12/2025,11,0,11,0,0,0,0,20,0,28,182,36,42,0,33,0,15,301,0,25,81,10,68,0,300,109,697,87,65,36,92,209,52,18,29,26,931,52,15,121,88,77,57,43,33,46,43,15,22,19,9,11
1/2026,11,0,14,0,0,0,0,23,0,28,193,38,44,0,37,0,15,314,0,25,85,10,77,0,321,109,686,87,65,36,92,198,49,16,29,23,916,52,15,117,88,75,55,41,27,42,36,15,22,19,9,11
2/2026,11,0,14,0,0,0,0,25,0,29,198,40,44,0,39,0,15,331,0,29,91,10,86,0,339,109,669,87,65,36,91,193,47,16,29,23,898,48,15,111,88,75,53,39,27,40,29,15,22,19,9,11
3/2026,11,0,18,0,0,0,0,25,0,29,201,44,48,0,41,0,15,343,0,29,94,10,91,0,350,115,657,87,65,36,91,190,47,12,27,19,887,48,15,108,82,75,48,35,27,40,29,15,22,19,9,11
4/2026,11,0,18,0,0,0,0,25,0,32,215,44,51,0,44,0,15,349,0,32,100,10,91,0,373,117,651,87,65,34,88,179,47,9,24,19,866,45,15,102,80,75,48,35,27,40,29,15,22,19,6,11
5/2026,11,0,18,0,0,0,0,25,0,32,225,44,51,0,46,0,15,366,0,32,100,10,91,0,387,122,634,84,65,34,88,172,47,9,22,19,852,45,15,102,75,75,48,35,27,40,29,15,22,19,6,11
6/2026,11,0,18,0,0,0,0,25,0,32,228,44,51,0,52,0,18,369,0,32,101,10,95,0,417,126,631,81,62,34,88,172,47,9,22,19,822,45,15,101,75,75,44,35,27,34,29,11,22,19,6,11
7/2026,11,0,18,0,0,0,0,29,0,35,247,44,51,0,55,0,18,382,0,32,108,10,95,0,423,126,621,76,62,34,85,158,43,9,22,19,816,45,15,94,75,72,44,35,27,31,29,11,22,19,6,11
8/2026,14,0,18,0,0,0,0,29,0,35,259,44,55,0,55,0,20,400,0,32,108,10,95,0,424,130,603,76,60,34,85,150,43,9,22,19,815,45,15,94,75,72,44,35,27,31,29,7,19,15,2,11
9/2026,14,0,18,0,0,0,0,29,0,38,266,44,55,0,55,0,20,414,0,32,111,10,95,0,444,130,589,76,60,32,82,143,43,9,22,19,797,45,15,91,75,72,44,35,27,31,29,7,19,15,2,11
10/2026,14,0,18,0,0,0,0,34,0,41,270,44,55,0,58,0,25,424,0,32,111,10,95,0,458,130,579,76,55,32,79,139,38,9,19,19,783,45,15,91,75,72,44,35,27,31,29,7,19,15,2,11
11/2026,14,0,21,0,0,0,0,36,0,41,277,44,55,0,58,0,25,429,0,32,111,10,95,0,470,130,574,76,55,32,79,132,36,9,19,16,771,45,15,91,75,72,44,35,27,31,29,7,19,15,2,11
12/2026,14,0,21,0,0,0,0,36,0,41,286,47,55,0,61,0,25,437,0,32,113,10,95,0,477,134,566,76,55,32,79,123,36,9,16,16,764,45,15,89,71,72,44,32,27,31,29,7,19,15,2,11
1/2027,14,0,21,0,0,0,0,36,0,41,289,47,55,0,61,0,25,452,0,35,113,10,98,0,481,138,551,76,55,32,79,120,36,9,16,16,760,42,15,89,67,72,44,32,27,31,26,7,19,15,2,11
2/2027,14,0,21,0,0,0,0,38,0,44,289,47,55,0,61,0,25,457,0,35,116,10,100,0,488,138,546,76,55,32,76,120,34,9,16,16,760,42,15,86,67,72,44,32,20,31,24,7,19,15,2,11
3/2027,14,0,23,0,0,0,0,38,0,49,289,51,55,0,61,0,25,463,0,40,120,10,100,0,492,151,540,76,55,32,71,120,34,9,16,14,756,37,15,82,54,72,44,28,20,31,24,7,19,15,2,11
4/2027,14,0,23,0,0,0,0,38,0,49,289,51,55,0,64,0,25,482,0,40,123,10,100,0,501,151,523,76,55,32,71,120,34,9,13,14,747,37,15,79,54,70,44,28,20,31,24,7,19,15,2,11
5/2027,14,0,23,0,0,0,0,41,0,49,294,51,55,0,67,0,25,499,0,40,123,10,100,0,504,151,509,71,55,32,71,120,31,9,13,14,744,37,15,79,54,67,44,28,20,28,24,7,19,15,2,11
6/2027,14,0,23,0,0,0,0,41,0,49,302,51,55,0,67,0,25,512,0,40,126,10,102,0,509,151,496,71,55,32,71,112,31,9,13,14,739,37,15,76,54,67,42,28,20,28,24,7,19,15,2,11
7/2027,14,0,27,0,0,0,0,41,0,52,305,51,55,0,71,0,25,515,0,40,126,10,108,0,509,151,493,71,55,32,68,109,31,9,13,10,739,37,15,76,54,67,40,28,20,24,20,7,19,15,2,11
8/2027,14,0,27,0,0,0,0,41,0,52,313,51,55,0,71,0,28,526,0,40,126,10,108,0,514,151,482,71,52,32,68,101,31,9,13,10,736,37,15,76,54,67,40,28,18,24,20,7,19,15,2,11
9/2027,14,0,27,0,0,0,0,41,0,57,313,51,55,0,71,0,28,537,0,40,126,10,108,0,514,151,473,71,52,32,63,101,31,9,13,10,736,37,15,76,54,65,40,28,18,24,20,7,19,15,2,11
10/2027,14,0,27,0,0,0,0,41,0,57,316,51,55,0,71,0,31,548,0,45,126,10,108,0,519,151,462,71,49,32,63,98,31,9,13,10,731,32,15,76,54,65,40,28,18,24,20,7,19,15,2,11
11/2027,14,0,27,0,0,0,0,44,0,57,318,51,55,0,71,0,35,559,0,45,126,10,108,0,524,151,451,71,45,32,63,96,28,9,13,10,726,32,15,76,54,65,40,28,18,24,20,7,19,15,2,11
12/2027,14,0,27,0,0,0,0,44,0,57,318,55,55,0,71,0,35,564,3,45,126,10,108,0,524,151,446,71,45,32,63,96,28,9,13,10,726,32,15,76,54,65,40,24,18,24,20,7,19,15,2,8
1/2028,14,0,27,0,0,0,0,46,0,59,318,55,55,0,71,0,35,576,3,45,129,10,108,0,529,151,438,71,45,32,61,96,26,9,13,10,721,32,15,73,54,61,40,24,18,24,20,7,19,15,2,8
2/2028,14,0,27,0,0,0,0,46,0,59,331,55,55,0,71,0,35,590,3,45,129,10,108,0,534,158,426,65,45,32,61,89,26,9,13,10,716,32,15,73,47,59,40,24,18,24,20,7,19,15,2,8
3/2028,14,0,27,0,0,0,0,46,0,59,331,58,55,0,71,0,35,600,3,45,129,10,112,0,537,158,416,65,45,32,61,89,26,9,13,10,716,32,15,73,47,59,40,21,15,24,16,7,19,15,2,8
4/2028,14,0,27,0,0,0,0,46,0,59,335,58,55,0,75,0,35,604,3,45,129,12,112,0,540,158,412,63,45,32,61,87,26,9,13,10,713,32,13,73,47,59,40,21,15,20,16,7,19,15,2,8
5/2028,14,0,27,0,0,0,0,46,0,65,341,58,55,0,78,0,35,613,3,45,129,12,113,0,540,158,407,63,45,32,55,81,26,9,10,10,713,32,13,73,47,55,39,21,15,20,16,7,19,15,2,8
