time,ukr-lvivska,ukr-zakarpatska,ukr-ivano-frankivska,ukr-ternopilska,ukr-rivnenska,ukr-volynska,ukr-zhytomyrska,ukr-khmelnytska,ukr-vinnytska,ukr-chernivetska,ukr-kyiv,ukr-kyivska,ukr-chernihivska,ukr-sumska,ukr-cherkaska,ukr-poltavska,ukr-kharkivska,ukr-dnipropetrovska,ukr-kirovohradska,ukr-odeska,ukr-mykolaivska,ukr-khersonska,ukr-donetska,ukr-zaporizka,ukr-luhanska,ukr-autonomous_republic_of_crimea,poland,slovakia,romania,hungary,republic_of_moldova,czechia,bulgaria,latvia,lithuania,estonia,germany,austria,croatia,spain,italy,netherlands,ireland,belgium,france,finland,portugal,sweden,denmark,greece,cyprus,slovenia
5/2027,101,116,0,54,0,0,0,0,0,0,115,122,0,35,0,0,107,21,115,0,0,9,562,24,0,781,517,72,32,38,67,94,34,13,8,8,704,50,7,87,48,31,42,21,17,39,12,17,20,12,6,2
6/2027,103,119,0,57,0,0,0,0,0,0,115,122,0,35,0,0,107,21,119,0,0,9,579,24,0,786,500,72,32,38,64,94,32,13,8,8,699,50,7,84,48,31,38,21,17,39,12,17,20,12,6,2
7/2027,109,122,0,60,0,0,0,0,0,0,115,122,0,35,0,0,107,21,119,0,0,11,588,24,0,800,491,69,32,38,61,80,29,13,8,8,699,50,7,81,48,31,38,21,17,39,12,17,20,12,6,0
8/2027,109,122,0,60,0,0,0,0,0,0,116,122,0,35,0,0,107,21,122,0,0,11,595,24,0,819,484,69,32,38,61,74,29,13,8,8,686,49,7,81,48,31,35,21,17,39,12,17,20,12,6,0
9/2027,109,122,0,60,0,0,0,0,0,0,116,122,0,35,0,0,107,21,122,0,0,11,608,24,0,829,471,69,32,38,61,74,29,13,8,8,676,49,7,81,48,31,35,21,17,39,12,17,20,12,6,0
10/2027,112,122,0,60,0,0,0,0,0,0,116,122,0,35,0,0,107,21,122,0,0,11,617,24,0,836,462,69,32,38,61,70,26,13,8,8,673,49,7,81,48,31,35,21,17,39,12,17,20,12,6,0
11/2027,112,125,0,66,0,0,0,0,0,0,116,122,0,36,0,0,107,21,122,0,0,11,640,24,0,846,439,69,32,38,55,67,26,12,8,8,670,49,7,78,48,31,35,21,17,39,12,17,16,12,6,0
12/2027,112,125,0,66,0,0,0,0,0,0,116,122,0,36,0,0,111,21,122,0,0,11,653,24,0,849,426,69,29,38,55,67,26,12,8,8,670,49,7,78,48,31,35,21,17,35,12,17,16,12,6,0
1/2028,112,125,0,66,0,0,0,0,0,0,123,122,0,36,0,0,111,21,122,0,0,11,663,24,0,855,416,69,29,38,55,64,26,12,8,8,667,49,7,78,48,31,35,21,13,35,12,17,16,9,6,0
2/2028,116,125,0,66,0,0,0,0,0,0,123,127,0,36,0,0,111,23,122,0,0,11,663,24,0,858,416,65,27,36,55,63,26,12,8,8,667,49,7,78,43,31,35,21,13,35,12,17,16,9,6,0
3/2028,117,125,0,66,0,0,0,0,0,0,123,127,0,36,0,0,111,23,122,0,0,11,671,24,0,861,408,65,24,36,55,63,25,12,8,8,667,49,7,78,43,31,35,21,13,35,12,17,16,9,6,0
4/2028,117,125,0,66,0,0,0,0,0,0,123,130,0,36,0,0,111,23,122,0,0,11,676,28,0,870,403,65,20,36,55,63,25,12,8,8,667,49,7,78,40,31,35,21,13,35,12,13,11,9,6,0
5/2028,119,131,0,68,0,0,0,0,0,0,123,130,0,39,0,0,111,23,122,0,0,11,693,28,0,875,386,63,20,36,53,63,25,9,8,8,662,49,7,72,40,31,35,21,13,35,12,13,11,9,6,0
