time,ukr-lvivska,ukr-zakarpatska,ukr-ivano-frankivska,ukr-ternopilska,ukr-rivnenska,ukr-volynska,ukr-zhytomyrska,ukr-khmelnytska,ukr-vinnytska,ukr-chernivetska,ukr-kyiv,ukr-kyivska,ukr-chernihivska,ukr-sumska,ukr-cherkaska,ukr-poltavska,ukr-kharkivska,ukr-dnipropetrovska,ukr-kirovohradska,ukr-odeska,ukr-mykolaivska,ukr-khersonska,ukr-donetska,ukr-zaporizka,ukr-luhanska,ukr-autonomous_republic_of_crimea,poland,slovakia,romania,hungary,republic_of_moldova,czechia,bulgaria,latvia,lithuania,estonia,germany,austria,croatia,spain,italy,netherlands,ireland,belgium,france,finland,portugal,sweden,denmark,greece,cyprus,slovenia
8/2025,21,0,0,53,36,18,18,27,0,90,128,200,0,0,0,0,0,0,0,8,0,255,49,41,7,19,752,97,69,56,83,259,57,29,22,20,1010,59,20,113,120,90,58,65,36,62,36,38,16,23,10,2
9/2025,21,0,0,59,41,18,22,29,0,99,128,217,0,0,0,0,0,0,0,8,0,272,53,41,10,19,748,84,69,56,83,250,57,29,22,20,993,55,17,113,114,90,54,65,36,62,34,33,16,23,10,2
10/2025,21,0,0,62,43,18,22,31,0,113,138,247,0,0,0,0,0,5,0,8,0,285,55,52,10,19,740,82,69,45,83,236,57,27,22,20,965,55,17,103,111,87,52,65,36,57,32,31,16,23,10,2
11/2025,21,0,0,68,47,18,22,31,0,126,142,259,0,0,0,0,0,5,0,8,0,291,55,52,10,19,734,82,69,45,83,223,57,27,22,20,953,55,17,99,105,87,52,65,32,57,32,31,16,23,10,2
12/2025,21,0,0,68,52,18,22,31,0,132,149,261,0,0,0,0,0,5,0,8,0,316,60,62,10,19,720,79,69,42,76,217,57,27,22,20,951,55,17,99,105,79,47,58,27,57,32,31,16,23,10,2
1/2026,24,0,0,72,52,18,22,31,0,138,154,272,0,0,0,0,0,10,0,8,0,336,60,69,10,21,702,77,69,40,71,211,57,27,19,20,940,55,17,94,101,79,47,58,27,52,32,31,14,23,10,2
2/2026,24,0,0,78,52,18,22,31,0,143,167,279,0,0,0,0,0,15,0,15,0,351,60,71,10,21,687,77,69,40,69,206,57,27,19,20,933,55,17,85,95,79,47,54,27,47,32,31,14,16,10,2
3/2026,26,0,0,82,57,18,22,34,0,146,171,292,0,0,0,0,0,15,0,15,0,364,60,71,10,21,677,77,69,40,69,203,57,27,17,18,920,55,17,83,91,76,47,54,27,47,29,26,14,16,10,2
4/2026,26,0,0,82,59,21,22,34,0,150,181,300,0,0,0,0,0,15,0,15,0,372,62,74,10,21,669,77,66,37,69,199,54,27,17,18,915,55,17,78,91,76,45,51,25,47,29,26,14,16,10,0
5/2026,26,0,0,86,59,21,22,37,0,152,184,320,0,0,0,0,0,15,0,15,0,372,62,77,10,21,669,77,66,34,69,197,54,25,17,18,899,55,17,75,87,76,45,51,25,47,26,26,14,16,8,0
6/2026,26,0,0,90,59,21,22,37,0,157,184,342,0,0,0,0,0,15,0,20,0,390,62,80,10,21,654,74,66,34,66,192,54,25,17,18,877,55,17,75,83,76,45,51,25,47,26,26,14,11,8,0
7/2026,26,0,0,92,59,21,26,37,0,160,190,350,0,0,0,0,0,17,0,20,0,405,62,80,10,21,642,74,64,34,66,189,54,25,17,14,871,51,17,73,81,73,45,51,25,45,26,26,14,11,8,0
8/2026,28,0,0,92,59,21,26,40,0,164,195,368,0,0,0,0,0,17,0,20,0,427,63,80,12,21,625,69,63,34,66,185,54,25,15,14,856,51,15,73,81,73,44,46,25,45,23,26,14,11,6,0
9/2026,28,0,0,97,59,26,26,40,0,167,198,388,0,0,0,0,0,17,0,20,0,442,63,82,12,26,614,69,63,34,64,182,49,22,15,14,839,51,15,73,76,69,44,43,25,45,23,26,9,11,6,0
10/2026,28,0,0,100,60,28,26,40,0,174,201,391,0,0,0,0,0,17,0,20,0,450,63,88,12,26,606,69,63,29,63,175,47,22,15,14,836,51,15,70,73,69,44,43,24,45,23,26,9,11,6,0
11/2026,28,0,0,104,60,28,26,40,0,174,203,399,0,0,0,0,0,17,0,20,0,459,63,88,12,26,599,69,63,29,63,175,47,22,15,14,828,51,15,70,69,67,44,41,24,45,23,26,9,11,6,0
12/2026,28,0,0,104,60,28,30,40,0,180,208,405,0,0,0,0,0,17,0,20,0,473,63,91,12,26,585,69,63,29,60,169,47,22,15,14,822,47,15,65,69,67,44,41,24,45,23,26,9,11,6,0
1/2027,32,0,0,104,60,28,30,40,0,187,208,409,0,0,0,0,0,17,0,20,0,496,65,91,12,26,565,69,59,29,60,162,47,22,11,14,822,47,15,65,69,64,42,41,24,45,23,26,9,11,6,0
2/2027,32,0,0,106,60,28,30,40,0,187,211,425,0,0,0,0,0,17,0,20,0,506,65,91,12,26,555,69,59,29,60,162,47,22,11,14,806,47,15,62,67,64,42,41,24,45,23,26,9,11,6,0
3/2027,32,0,0,111,60,28,30,40,0,187,218,428,0,0,0,0,0,19,0,20,0,516,65,95,12,26,545,69,59,29,56,162,47,22,11,14,803,47,15,62,62,64,42,34,24,43,23,26,9,11,6,0
4/2027,32,0,0,111,60,28,30,40,0,195,221,436,0,0,0,0,0,19,0,20,0,523,65,95,18,28,542,67,57,29,56,154,47,22,11,14,797,47,9,62,62,62,42,31,24,43,23,26,7,11,6,0
5/2027,32,0,0,111,60,28,30,44,0,199,221,446,0,0,0,0,0,19,0,20,0,539,65,95,18,28,530,67,57,29,56,150,47,22,11,14,787,47,9,62,62,58,42,31,24,43,19,26,7,11,6,0
6/2027,32,0,0,111,60,35,30,44,0,212,221,449,0,0,0,0,0,19,0,21,0,543,65,97,18,28,526,67,57,27,56,137,40,22,11,14,784,47,9,62,62,58,42,31,24,43,19,26,7,10,6,0
7/2027,32,0,0,111,60,35,30,44,0,212,221,455,0,0,0,0,0,19,0,21,0,546,65,97,18,28,523,67,51,27,56,137,40,22,11,14,784,47,9,62,62,58,42,31,24,43,19,26,7,10,6,0
8/2027,32,0,0,111,60,35,33,49,0,214,224,463,0,0,0,0,0,24,0,21,0,548,65,97,18,28,521,67,51,27,56,135,40,20,11,14,778,44,9,59,62,58,42,31,24,38,14,26,7,10,6,0
9/2027,32,0,0,111,60,35,33,49,0,217,224,470,0,0,0,0,0,24,0,21,0,553,66,99,18,28,517,66,51,25,56,132,40,20,11,14,771,44,9,59,62,58,41,31,24,38,14,26,7,10,6,0
10/2027,35,0,0,111,68,41,33,49,0,221,230,475,0,0,0,0,0,24,0,21,0,564,66,99,18,28,506,66,51,25,56,128,34,20,8,11,766,44,9,59,62,58,41,28,24,38,14,18,7,10,6,0
11/2027,35,0,0,111,68,46,33,49,0,221,230,482,0,0,0,0,0,24,0,21,0,568,66,99,18,28,502,66,51,25,56,128,29,20,8,11,759,44,9,59,62,58,41,28,24,38,14,18,7,10,6,0
12/2027,35,0,0,111,68,49,33,49,0,230,230,486,0,0,0,0,0,24,0,24,0,572,69,99,18,28,498,66,49,25,56,119,26,18,8,11,759,44,9,59,62,58,38,28,24,38,14,18,7,7,6,0
1/2028,35,0,0,114,68,51,33,49,0,234,234,492,0,0,0,0,0,24,0,24,0,579,69,102,18,28,491,66,49,25,53,115,24,18,8,11,753,44,9,55,59,58,38,28,24,38,14,18,7,7,6,0
2/2028,35,0,0,114,71,51,33,49,0,245,234,492,0,0,0,0,0,24,0,24,0,585,69,102,18,33,488,66,49,25,53,104,24,18,8,11,753,44,9,55,59,55,38,28,21,38,14,18,2,7,6,0
3/2028,35,0,0,114,71,54,33,49,0,248,234,496,0,0,0,0,0,24,0,24,0,590,69,102,18,33,483,66,49,25,53,101,21,18,8,11,749,44,9,55,59,55,38,28,21,38,14,18,2,7,6,0
4/2028,35,0,0,114,71,54,33,51,0,257,234,504,0,0,0,0,0,24,0,24,0,609,69,102,18,33,464,66,49,25,53,92,21,18,8,11,741,44,9,55,59,55,38,28,21,38,12,18,2,7,6,0
5/2028,35,0,0,114,71,54,36,51,0,257,234,520,0,0,0,0,0,24,0,24,0,634,69,102,18,33,443,62,43,25,53,92,21,16,8,11,733,41,9,55,59,55,38,28,21,38,12,18,2,7,6,0
