time,source,destination,E/D-age-gender-origin,legal_status-employment-property_in_ukraine-sizeE-sizeD
3, italy, kyiv, E-44-f-kyiv, tp-True-3-1-2
3, italy, kyiv, E-8-m-kyiv, tp-True-3-1-2
4, poland, zakarpatska, E-17-f-zakarpatska, tp-True-5-1-3
4, poland, zakarpatska, E-25-m-zakarpatska, tp-True-5-1-3
4, poland, zakarpatska, E-32-f-zakarpatska, tp-True-5-1-3
4, poland, zakarpatska, E-13-f-zakarpatska, tp-True-5-1-3
4, czechia, poltavska, E-81-f-poltavska, tp-True-3-3-0
4, czechia, poltavska, E-35-f-poltavska, tp-True-3-3-0
4, czechia, poltavska, E-18-f-poltavska, tp-True-3-3-0
4, italy, kyiv, E-45-m-kyiv, tp-True-5-2-1
4, italy, kyiv, E-43-f-kyiv, tp-True-5-2-1
4, italy, kyiv, E-3-m-kyiv, tp-True-5-2-1
4, portugal, donetska, E-41-f-donetska, tp-True-5-2-1
4, portugal, donetska, E-33-f-donetska, tp-True-5-2-1
4, portugal, donetska, E-44-m-donetska, tp-True-5-2-1
5, poland, zakarpatska, E-7-m-zakarpatska, tp-True-5-1-1
5, poland, zakarpatska, E-14-f-zakarpatska, tp-True-5-1-1
5, republic_of_moldova, zaporizka, E-27-f-zaporizka, tp-True-0-3-0
5, republic_of_moldova, zaporizka, E-76-m-zaporizka, tp-True-0-3-0
5, republic_of_moldova, zaporizka, E-30-f-zaporizka, tp-True-0-3-0
5, denmark, vinnytska, E-20-m-vinnytska, tp-True-5-1-3
5, denmark, vinnytska, E-13-m-vinnytska, tp-True-5-1-3
5, denmark, vinnytska, E-36-f-vinnytska, tp-True-5-1-3
5, denmark, vinnytska, E-8-m-vinnytska, tp-True-5-1-3
6, hungary, dnipropetrovska, E-90-m-dnipropetrovska, tp-True-5-2-1
6, hungary, dnipropetrovska, E-53-f-dnipropetrovska, tp-True-5-2-1
6, hungary, dnipropetrovska, E-72-m-dnipropetrovska, tp-True-5-2-1
6, czechia, poltavska, E-61-f-poltavska, tp-True-5-3-0
6, czechia, poltavska, E-35-m-poltavska, tp-True-5-3-0
6, czechia, poltavska, E-14-f-poltavska, tp-True-5-3-0
7, poland, zakarpatska, E-12-m-zakarpatska, tp-True-2-1-0
7, lithuania, donetska, E-21-f-donetska, tp-True-5-2-0
7, lithuania, donetska, E-48-f-donetska, tp-True-5-2-0
7, ireland, kirovohradska, E-41-f-kirovohradska, tp-True-5-1-1
7, ireland, kirovohradska, E-58-f-kirovohradska, tp-True-5-1-1
8, poland, zakarpatska, E-30-f-zakarpatska, tp-True-3-2-1
8, poland, zakarpatska, E-44-m-zakarpatska, tp-True-3-2-1
8, poland, zakarpatska, E-6-m-zakarpatska, tp-True-3-2-1
8, germany, mykolaivska, E-50-m-mykolaivska, tp-True-5-2-1
8, germany, mykolaivska, E-66-m-mykolaivska, tp-True-5-2-1
8, germany, mykolaivska, E-57-f-mykolaivska, tp-True-5-2-1
9, slovakia, kyiv, E-6-m-kyiv, tp-True-5-3-2
9, slovakia, kyiv, E-33-f-kyiv, tp-True-5-3-2
9, slovakia, kyiv, E-31-f-kyiv, tp-True-5-3-2
9, slovakia, kyiv, E-19-m-kyiv, tp-True-5-3-2
9, slovakia, kyiv, E-46-f-kyiv, tp-True-5-3-2
9, czechia, poltavska, E-13-m-poltavska, tp-True-5-2-0
9, czechia, poltavska, E-59-f-poltavska, tp-True-5-2-0
9, germany, mykolaivska, E-0-m-mykolaivska, tp-True-5-1-3
9, germany, mykolaivska, E-8-f-mykolaivska, tp-True-5-1-3
9, germany, mykolaivska, E-6-f-mykolaivska, tp-True-5-1-3
9, germany, mykolaivska, E-34-f-mykolaivska, tp-True-5-1-3
10, poland, zakarpatska, E-1-m-zakarpatska, tp-True-5-3-0
10, poland, zakarpatska, E-6-m-zakarpatska, tp-True-5-3-0
10, poland, zakarpatska, E-9-m-zakarpatska, tp-True-5-3-0
10, germany, mykolaivska, E-25-f-mykolaivska, tp-True-5-3-1
10, germany, mykolaivska, E-61-f-mykolaivska, tp-True-5-3-1
10, germany, mykolaivska, E-43-f-mykolaivska, tp-True-5-3-1
10, germany, mykolaivska, E-80-f-mykolaivska, tp-True-5-3-1
10, france, khmelnytska, E-18-f-khmelnytska, tp-True-5-2-0
10, france, khmelnytska, E-56-f-khmelnytska, tp-True-5-2-0
10, greece, kyivska, E-22-f-kyivska, tp-True-1-2-1
10, greece, kyivska, E-56-f-kyivska, tp-True-1-2-1
10, greece, kyivska, E-17-f-kyivska, tp-True-1-2-1
11, germany, mykolaivska, E-2-m-mykolaivska, tp-True-5-3-0
11, germany, mykolaivska, E-25-m-mykolaivska, tp-True-5-3-0
11, germany, mykolaivska, E-48-f-mykolaivska, tp-True-5-3-0
11, germany, mykolaivska, E-13-f-mykolaivska, tp-True-5-2-1
11, germany, mykolaivska, E-13-f-mykolaivska, tp-True-5-2-1
11, germany, mykolaivska, E-52-f-mykolaivska, tp-True-5-2-1
11, france, khmelnytska, E-63-m-khmelnytska, tp-True-5-2-1
11, france, khmelnytska, E-21-f-khmelnytska, tp-True-5-2-1
11, france, khmelnytska, E-60-f-khmelnytska, tp-True-5-2-1
12, germany, mykolaivska, E-22-f-mykolaivska, tp-True-5-2-2
12, germany, mykolaivska, E-35-f-mykolaivska, tp-True-5-2-2
12, germany, mykolaivska, E-17-m-mykolaivska, tp-True-5-2-2
12, germany, mykolaivska, E-35-f-mykolaivska, tp-True-5-2-2
13, poland, zakarpatska, E-5-f-zakarpatska, tp-True-0-1-2
13, poland, zakarpatska, E-25-f-zakarpatska, tp-True-0-1-2
13, poland, zakarpatska, E-3-f-zakarpatska, tp-True-0-1-2
13, romania, odeska, E-9-m-odeska, tp-True-5-2-1
13, romania, odeska, E-12-f-odeska, tp-True-5-2-1
13, romania, odeska, E-11-f-odeska, tp-True-5-2-1
13, spain, sumska, E-36-f-sumska, tp-True-5-2-0
13, spain, sumska, E-12-f-sumska, tp-True-5-2-0
13, italy, kyiv, E-76-f-kyiv, tp-True-5-2-1
13, italy, kyiv, E-59-f-kyiv, tp-True-5-2-1
13, italy, kyiv, E-18-f-kyiv, tp-True-5-2-1
14, poland, zakarpatska, E-9-f-zakarpatska, tp-True-3-1-2
14, poland, zakarpatska, E-33-f-zakarpatska, tp-True-3-1-2
14, poland, zakarpatska, E-34-m-zakarpatska, tp-True-3-1-2
14, slovakia, kyiv, E-52-f-kyiv, tp-True-5-2-0
14, slovakia, kyiv, E-0-f-kyiv, tp-True-5-2-0
14, czechia, poltavska, E-0-m-poltavska, tp-True-5-4-2
14, czechia, poltavska, E-20-m-poltavska, tp-True-5-4-2
14, czechia, poltavska, E-39-f-poltavska, tp-True-5-4-2
14, czechia, poltavska, E-42-m-poltavska, tp-True-5-4-2
14, czechia, poltavska, E-15-m-poltavska, tp-True-5-4-2
14, czechia, poltavska, E-46-f-poltavska, tp-True-5-4-2
14, germany, mykolaivska, E-57-m-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-28-m-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-11-f-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-8-m-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-51-m-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-31-m-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-21-f-mykolaivska, tp-True-5-1-3
14, germany, mykolaivska, E-29-f-mykolaivska, tp-True-5-1-3
14, sweden, ternopilska, E-43-f-ternopilska, tp-True-5-2-2
14, sweden, ternopilska, E-62-f-ternopilska, tp-True-5-2-2
14, sweden, ternopilska, E-38-f-ternopilska, tp-True-5-2-2
14, sweden, ternopilska, E-42-m-ternopilska, tp-True-5-2-2
15, germany, mykolaivska, E-67-m-mykolaivska, tp-True-2-1-2
15, germany, mykolaivska, E-33-m-mykolaivska, tp-True-2-1-2
15, germany, mykolaivska, E-15-m-mykolaivska, tp-True-2-1-2
15, spain, sumska, E-3-m-sumska, tp-True-1-1-2
15, spain, sumska, E-8-m-sumska, tp-True-1-1-2
15, spain, sumska, E-10-m-sumska, tp-True-1-1-2
15, netherlands, luhanska, E-0-f-luhanska, tp-True-0-2-1
15, netherlands, luhanska, E-3-f-luhanska, tp-True-0-2-1
15, netherlands, luhanska, E-26-m-luhanska, tp-True-0-2-1
16, poland, zakarpatska, E-2-m-zakarpatska, tp-True-1-1-0
16, germany, mykolaivska, E-9-m-mykolaivska, tp-True-5-2-2
16, germany, mykolaivska, E-7-m-mykolaivska, tp-True-5-2-2
16, germany, mykolaivska, E-86-f-mykolaivska, tp-True-5-2-2
16, germany, mykolaivska, E-5-m-mykolaivska, tp-True-5-2-2
16, germany, mykolaivska, E-24-f-mykolaivska, tp-True-1-1-2
16, germany, mykolaivska, E-0-m-mykolaivska, tp-True-1-1-2
16, germany, mykolaivska, E-44-f-mykolaivska, tp-True-1-1-2
17, spain, sumska, E-30-f-sumska, tp-True-1-1-2
17, spain, sumska, E-21-m-sumska, tp-True-1-1-2
17, spain, sumska, E-9-m-sumska, tp-True-1-1-2
18, czechia, poltavska, E-41-m-poltavska, tp-True-5-1-4
18, czechia, poltavska, E-32-f-poltavska, tp-True-5-1-4
18, czechia, poltavska, E-47-m-poltavska, tp-True-5-1-4
18, czechia, poltavska, E-15-m-poltavska, tp-True-5-1-4
18, czechia, poltavska, E-2-m-poltavska, tp-True-5-1-4
19, hungary, dnipropetrovska, E-19-f-dnipropetrovska, tp-True-2-1-2
19, hungary, dnipropetrovska, E-11-m-dnipropetrovska, tp-True-2-1-2
19, hungary, dnipropetrovska, E-30-m-dnipropetrovska, tp-True-2-1-2
20, czechia, poltavska, E-12-m-poltavska, tp-True-0-1-2
20, czechia, poltavska, E-31-f-poltavska, tp-True-0-1-2
20, czechia, poltavska, E-15-m-poltavska, tp-True-0-1-2
20, netherlands, luhanska, E-63-f-luhanska, tp-True-3-3-1
20, netherlands, luhanska, E-52-f-luhanska, tp-True-3-3-1
20, netherlands, luhanska, E-28-f-luhanska, tp-True-3-3-1
20, netherlands, luhanska, E-21-f-luhanska, tp-True-3-3-1
21, cyprus, rivnenska, E-41-f-rivnenska, tp-True-5-2-0
21, cyprus, rivnenska, E-20-f-rivnenska, tp-True-5-2-0
22, latvia, ivano-frankivska, E-0-f-ivano-frankivska, tp-True-5-3-1
22, latvia, ivano-frankivska, E-70-m-ivano-frankivska, tp-True-5-3-1
22, latvia, ivano-frankivska, E-53-f-ivano-frankivska, tp-True-5-3-1
22, latvia, ivano-frankivska, E-24-m-ivano-frankivska, tp-True-5-3-1
22, germany, mykolaivska, E-17-f-mykolaivska, tp-True-5-1-1
22, germany, mykolaivska, E-26-f-mykolaivska, tp-True-5-1-1
23, poland, zakarpatska, E-52-f-zakarpatska, tp-True-3-1-3
23, poland, zakarpatska, E-1-m-zakarpatska, tp-True-3-1-3
23, poland, zakarpatska, E-14-m-zakarpatska, tp-True-3-1-3
23, poland, zakarpatska, E-9-m-zakarpatska, tp-True-3-1-3
23, netherlands, luhanska, E-46-m-luhanska, tp-True-5-2-0
23, netherlands, luhanska, E-41-m-luhanska, tp-True-5-2-0
24, poland, zakarpatska, E-15-f-zakarpatska, tp-True-5-1-0
24, poland, zakarpatska, E-12-f-zakarpatska, tp-True-5-3-0
24, poland, zakarpatska, E-58-f-zakarpatska, tp-True-5-3-0
24, poland, zakarpatska, E-25-f-zakarpatska, tp-True-5-3-0
24, republic_of_moldova, zaporizka, E-73-m-zaporizka, tp-True-0-1-1
24, republic_of_moldova, zaporizka, E-22-f-zaporizka, tp-True-0-1-1
24, bulgaria, sumska, E-4-m-sumska, tp-True-2-2-4
24, bulgaria, sumska, E-43-f-sumska, tp-True-2-2-4
24, bulgaria, sumska, E-3-m-sumska, tp-True-2-2-4
24, bulgaria, sumska, E-19-f-sumska, tp-True-2-2-4
24, bulgaria, sumska, E-9-f-sumska, tp-True-2-2-4
24, bulgaria, sumska, E-17-m-sumska, tp-True-2-2-4
25, czechia, poltavska, E-8-m-poltavska, tp-True-0-2-0
25, czechia, poltavska, E-51-f-poltavska, tp-True-0-2-0
25, sweden, ternopilska, E-45-m-ternopilska, tp-True-0-1-2
25, sweden, ternopilska, E-25-m-ternopilska, tp-True-0-1-2
25, sweden, ternopilska, E-51-f-ternopilska, tp-True-0-1-2
26, poland, zakarpatska, E-49-f-zakarpatska, tp-True-5-2-0
26, poland, zakarpatska, E-88-f-zakarpatska, tp-True-5-2-0
28, germany, mykolaivska, E-52-f-mykolaivska, tp-True-5-1-2
28, germany, mykolaivska, E-30-m-mykolaivska, tp-True-5-1-2
28, germany, mykolaivska, E-1-f-mykolaivska, tp-True-5-1-2
28, finland, ivano-frankivska, E-54-f-ivano-frankivska, tp-True-3-1-1
28, finland, ivano-frankivska, E-40-f-ivano-frankivska, tp-True-3-1-1
31, belgium, sumska, E-20-f-sumska, tp-True-3-3-1
31, belgium, sumska, E-10-f-sumska, tp-True-3-3-1
31, belgium, sumska, E-52-m-sumska, tp-True-3-3-1
31, belgium, sumska, E-10-m-sumska, tp-True-3-3-1
34, poland, zakarpatska, E-16-f-zakarpatska, tp-True-5-1-2
34, poland, zakarpatska, E-64-f-zakarpatska, tp-True-5-1-2
34, poland, zakarpatska, E-39-m-zakarpatska, tp-True-5-1-2
34, spain, sumska, E-49-f-sumska, tp-True-5-1-1
34, spain, sumska, E-86-f-sumska, tp-True-5-1-1
36, poland, zakarpatska, E-4-f-zakarpatska, tp-True-5-1-1
36, poland, zakarpatska, E-51-f-zakarpatska, tp-True-5-1-1
38, czechia, poltavska, E-11-f-poltavska, tp-True-5-3-0
38, czechia, poltavska, E-53-f-poltavska, tp-True-5-3-0
38, czechia, poltavska, E-52-f-poltavska, tp-True-5-3-0
39, poland, zakarpatska, E-17-m-zakarpatska, tp-True-5-3-0
39, poland, zakarpatska, E-10-f-zakarpatska, tp-True-5-3-0
39, poland, zakarpatska, E-7-m-zakarpatska, tp-True-5-3-0
40, romania, odeska, E-26-m-odeska, tp-True-3-2-0
40, romania, odeska, E-38-f-odeska, tp-True-3-2-0
40, estonia, zakarpatska, E-50-f-zakarpatska, tp-True-0-2-0
40, estonia, zakarpatska, E-55-f-zakarpatska, tp-True-0-2-0
41, slovakia, kyiv, E-31-f-kyiv, tp-True-5-2-0
41, slovakia, kyiv, E-24-f-kyiv, tp-True-5-2-0
43, finland, ivano-frankivska, E-17-f-ivano-frankivska, tp-True-5-1-2
43, finland, ivano-frankivska, E-44-m-ivano-frankivska, tp-True-5-1-2
43, finland, ivano-frankivska, E-3-m-ivano-frankivska, tp-True-5-1-2
